% Model:              version04-chipAndSpace.mph
% Version:            COMSOL 6.1.0.252
% Date:               Aug 31 2023, 16:01
% Dimension:          1
% Nodes:              1965
% Expressions:        21
% Description:        Line graph
% x-coordinate (mm),Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction
-38.35256712370332,0,3.374144182177413E22,6.7482883643548834E22,1.0122432546532881E23,1.3496576728709644E23,1.687072091088605E23,2.0244865093065916E23,2.361900927523706E23,2.6993153457419108E23,3.0367297639597896E23,3.374144182177044E23,3.711558600394827E23,4.048973018613173E23,4.3863874368299474E23,4.723801855047438E23,5.06121627326633E23,5.398630691483858E23,5.7360451097009266E23,6.073459527919256E23,6.410873946137588E23,6.748288364354356E23
-38.32559835444302,0,3.3741434725882334E22,6.7482869451765204E22,1.0122430417765313E23,1.3496573890352934E23,1.6870717362940088E23,2.0244860835530767E23,2.361900430811273E23,2.6993147780705716E23,3.0367291253295295E23,3.374143472587849E23,3.7115578198467204E23,4.048972167106142E23,4.386386514364017E23,4.72380086162257E23,5.061215208882546E23,5.3986295561411734E23,5.7360439033993105E23,6.073458250658741E23,6.410872597918131E23,6.748286945175972E23
-38.222978355163015,0,3.3737424487732535E22,6.747484897546565E22,1.0121227346320403E23,1.3494969795093014E23,1.6868712243865238E23,2.0242454692640953E23,2.3616197141407974E23,2.6989939590185887E23,3.03636820389606E23,3.373742448772879E23,3.7111166936502536E23,4.0484909385281805E23,4.3858651834045504E23,4.7232394282816216E23,5.060613673160105E23,5.3979879180372055E23,5.735362162913857E23,6.072736407791781E23,6.410110652669714E23,6.747484897546039E23
-38.21937155001783,0,3.373742372996012E22,6.747484745992087E22,1.0121227118988688E23,1.349496949198405E23,1.6868711864979017E23,2.0242454237977523E23,2.361619661096734E23,2.6989938983967966E23,3.0363681356965396E23,3.3737423729956457E23,3.7111166102952886E23,4.048490847595492E23,4.3858650848941437E23,4.723239322193491E23,5.0606135594942355E23,5.39798779679362E23,5.735362034092556E23,6.072736271392769E23,6.410110508692962E23,6.747484745991549E23
-38.21684659670492,0,3.3737424097786083E22,6.747484819557273E22,1.0121227229336456E23,1.349496963911443E23,1.6868712048891993E23,2.0242454458673052E23,2.3616196868445458E23,2.6989939278228712E23,3.0363681688008744E23,3.3737424097782375E23,3.7111166507561434E23,4.048490891734601E23,4.385865132711516E23,4.723239373689118E23,5.060613614668126E23,5.397987855645772E23,5.735362096622961E23,6.07273633760143E23,6.410110578579882E23,6.74748481955674E23
-37.73749782030646,0,3.374236788311774E22,6.748473576623618E22,1.0122710364935963E23,1.3496947153247093E23,1.6871183941557815E23,2.024542072987206E23,2.361965751817763E23,2.6993894306494055E23,3.036813109480719E23,3.374236788311403E23,3.7116604671426245E23,4.049084145974402E23,4.3865078248046316E23,4.723931503635547E23,5.061355182467891E23,5.398778861298837E23,5.736202540129359E23,6.073626218961135E23,6.411049897792897E23,6.748473576623065E23
-37.39435356752052,0,3.3742310115906855E22,6.748462023181427E22,1.0122693034772682E23,1.3496924046362735E23,1.687115505795236E23,2.0245386069545488E23,2.361961708112996E23,2.6993848092725336E23,3.0368079104317304E23,3.374231011590305E23,3.711654112749433E23,4.049077213909089E23,4.386500315067215E23,4.723923416226017E23,5.061346517386243E23,5.398769618545094E23,5.736192719703489E23,6.073615820863161E23,6.411038922022819E23,6.748462023180887E23
-37.19258132785099,0,3.3742275662893436E22,6.748455132578741E22,1.0122682698868654E23,1.3496910265157376E23,1.6871137831445672E23,2.0245365397737463E23,2.3619592964020486E23,2.6993820530314618E23,3.036804809660524E23,3.3742275662889693E23,3.711650322917948E23,4.0490730795474825E23,4.3864958361754647E23,4.723918592804127E23,5.0613413494342294E23,5.3987641060629505E23,5.736186862691216E23,6.073609619320742E23,6.411032375950273E23,6.748455132578219E23
-37.157555708773984,0,3.374226775017008E22,6.748453550034069E22,1.0122680325051657E23,1.3496907100068031E23,1.6871133875084E23,2.0245360650103468E23,2.3619587425114163E23,2.6993814200135938E23,3.036804097515426E23,3.374226775016632E23,3.7116494525183845E23,4.0490721300206835E23,4.386494807521445E23,4.723917485022854E23,5.0613401625257315E23,5.3987628400272124E23,5.7361855175282464E23,6.073608195030551E23,6.411030872532839E23,6.748453550033544E23
-36.84220398396962,0,3.3741150709635944E22,6.748230141927255E22,1.0122345212891444E23,1.3496460283854378E23,1.6870575354817004E23,2.0244690425783032E23,2.3618805496740342E23,2.699292056770857E23,3.03670356386736E23,3.37411507096323E23,3.711526578059636E23,4.048938085156596E23,4.386349592252005E23,4.723761099348097E23,5.0611726064456254E23,5.398584113541751E23,5.735995620637466E23,6.073407127734422E23,6.410818634831363E23,6.74823014192674E23
-36.75723238207967,0,3.3741138839873014E22,6.7482277679746674E22,1.0122341651962545E23,1.3496455535949202E23,1.6870569419935437E23,2.024468330392521E23,2.3618797187906212E23,2.699291107189827E23,3.036702495588693E23,3.37411388398692E23,3.711525272385702E23,4.048936660785034E23,4.386348049182808E23,4.7237594375812726E23,5.061170825981169E23,5.398582214379681E23,5.735993602777733E23,6.073404991177056E23,6.41081637957639E23,6.748227767974124E23
-35.85462956469337,0,3.3740990759424745E22,6.7481981518850195E22,1.0122297227828106E23,1.3496396303769898E23,1.687049537971138E23,2.024459445565634E23,2.3618693531592573E23,2.699279260753965E23,3.036689168348357E23,3.374099075942104E23,3.711508983536402E23,4.048918891131258E23,4.386328798724557E23,4.7237387063185394E23,5.0611486139139395E23,5.398558521507959E23,5.7359684291015575E23,6.073378336696388E23,6.410788244291247E23,6.748198151884493E23
-35.73745723645639,0,3.3740972131315104E22,6.748194426263079E22,1.012229163939518E23,1.3496388852526038E23,1.6870486065656523E23,2.0244583278790487E23,2.3618680491915794E23,2.6992777705051912E23,3.036687491818493E23,3.374097213131141E23,3.711506934444338E23,4.0489166557580886E23,4.3863263770702955E23,4.723736098383183E23,5.061145819697492E23,5.398555541010415E23,5.7359652623229155E23,6.073374983636669E23,6.410784704950398E23,6.748194426262553E23
-35.638952446617424,0,3.3740958109156216E22,6.748191621831301E22,1.0122287432747509E23,1.3496383243662486E23,1.6870479054577105E23,2.0244574865495166E23,2.361867067640451E23,2.699276648732479E23,3.036686229824182E23,3.3740958109152545E23,3.71150539200685E23,4.048914973099023E23,4.386324554189625E23,4.7237341352809234E23,5.0611437163736505E23,5.3985532974649946E23,5.7359628785558964E23,6.073372459648057E23,6.410782040740226E23,6.748191621830783E23
-35.62861619103984,0,3.374095650833405E22,6.748191301666866E22,1.0122286952500852E23,1.349638260333362E23,1.6870478254166053E23,2.0244573905001862E23,2.3618669555829047E23,2.6992765206667073E23,3.036686085750193E23,3.3740956508330375E23,3.71150521591643E23,4.0489147810003596E23,4.38632434608275E23,4.723733911165835E23,5.0611434762503263E23,5.398553041333448E23,5.735962606416125E23,6.073372171500068E23,6.410781736584002E23,6.74819130166636E23
-35.59870323683297,0,3.374095287955012E22,6.748190575910078E22,1.0122285863865675E23,1.3496381151820044E23,1.6870476439774017E23,2.0244571727731485E23,2.361866701568025E23,2.6992762303639934E23,3.036685759159634E23,3.374095287954644E23,3.711504816750197E23,4.048914345546288E23,4.386323874340842E23,4.7237334031360725E23,5.061142931932737E23,5.3985524607280177E23,5.7359619895228675E23,6.073371518318953E23,6.410781047115031E23,6.74819057590956E23
-34.5,0,3.3740778079023176E22,6.7481556158046955E22,1.0122233423707614E23,1.3496311231609269E23,1.6870389039510577E23,2.024446684741534E23,2.3618544655311397E23,2.6992622463218366E23,3.036670027112213E23,3.374077807901955E23,3.71148558869223E23,4.0488933694830584E23,4.3863011502723534E23,4.7237089310623035E23,5.061116711853699E23,5.3985244926437074E23,5.735932273433295E23,6.073340054224113E23,6.410747835014935E23,6.748155615804177E23
-33.768832307966555,0,3.37406729365002E22,6.748134587300095E22,1.0122201880950687E23,1.3496269174600075E23,1.687033646824904E23,2.0244403761901534E23,2.361847105554535E23,2.6992538349199996E23,3.036660564285144E23,3.374067293649637E23,3.7114740230146986E23,4.048880752380297E23,4.386287481744351E23,4.723694211109089E23,5.0611009404752546E23,5.39850766984003E23,5.735914399204367E23,6.073321128569967E23,6.410727857935545E23,6.748134587299542E23
-33.21190991070129,0,3.374060156191201E22,6.748120312382458E22,1.0122180468574258E23,1.3496240624764804E23,1.6870300780954986E23,2.024436093714864E23,2.361842109333363E23,2.6992481249529454E23,3.0366541405722126E23,3.374060156190828E23,3.7114661718100134E23,4.0488721874297175E23,4.3862782030479075E23,4.723684218666746E23,5.0610902342870324E23,5.398496249905922E23,5.73590226552438E23,6.073308281144116E23,6.410714296763813E23,6.748120312381934E23
-32.773577581777246,0,3.3740541391823643E22,6.748108278364792E22,1.0122162417547726E23,1.3496216556729457E23,1.6870270695910813E23,2.02443248350956E23,2.3618378974271732E23,2.699243311345877E23,3.0366487252642564E23,3.374054139181997E23,3.711459553100269E23,4.048864967019109E23,4.3862703809364E23,4.7236757948543666E23,5.0610812087737667E23,5.398486622691783E23,5.73589203660936E23,6.073297450528201E23,6.410702864447025E23,6.748108278364263E23
-32.245422151853425,0,3.3736516491364056E22,6.7473032982728725E22,1.0120954947409811E23,1.3494606596545619E23,1.6868258245680966E23,2.0241909894819767E23,2.3615561543949884E23,2.6989213193091064E23,3.036286484222885E23,3.373651649136029E23,3.7110168140497165E23,4.048381978963942E23,4.38574714387665E23,4.7231123087900016E23,5.060477473704818E23,5.3978426386182476E23,5.7352078035312047E23,6.072572968445458E23,6.409938133359669E23,6.747303298272335E23
-32.19810344236967,0,3.3736512209975165E22,6.747302441995088E22,1.01209536629932E23,1.3494604883990068E23,1.6868256104986544E23,2.0241907325986526E23,2.361555854697777E23,2.698920976797999E23,3.03628609889789E23,3.373651220997145E23,3.7110163430969426E23,4.048381465197294E23,4.385746587296097E23,4.7231117093955796E23,5.0604768314964885E23,5.397841953596027E23,5.7352070756951046E23,6.072572197795464E23,6.409937319895777E23,6.747302441994565E23
-31.923819821402592,0,3.3736480481449764E22,6.747296096290017E22,1.0120944144435584E23,1.3494592192579902E23,1.6868240240723858E23,2.024188828887128E23,2.361553633700997E23,2.6989184385159644E23,3.0362832433306E23,3.373648048144601E23,3.711012852959163E23,4.048377657774247E23,4.3857424625877925E23,4.723107267402022E23,5.060472072217672E23,5.397836877031961E23,5.735201681845802E23,6.07256648666089E23,6.409931291475981E23,6.74729609628949E23
-31.57532923186622,0,3.373643880138689E22,6.747287760277431E22,1.0120931640416696E23,1.3494575520554753E23,1.6868219400692396E23,2.0241863280833517E23,2.3615507160966027E23,2.6989151041109325E23,3.036279492124948E23,3.373643880138314E23,3.7110082681522195E23,4.048372656166693E23,4.385737044179626E23,4.723101432193228E23,5.060465820208253E23,5.397830208221901E23,5.735194596235104E23,6.072558984249576E23,6.409923372264015E23,6.747287760276898E23
-31.31758142351935,0,3.3736405387428625E22,6.747281077485783E22,1.0120921616229215E23,1.349456215497145E23,1.6868202693713298E23,2.024184323245858E23,2.361548377119519E23,2.6989124309942753E23,3.036276484868707E23,3.373640538742491E23,3.711004592616824E23,4.048368646491703E23,4.385732700365078E23,4.723096754239068E23,5.06046080811452E23,5.39782486198858E23,5.7351889158622E23,6.072552969737079E23,6.409917023611963E23,6.747281077485257E23
-30.844161539832776,0,3.3736347220924957E22,6.747269444185048E22,1.0120904166278134E23,1.3494538888369983E23,1.6868173610461465E23,2.0241808332556396E23,2.3615443054642663E23,2.69890777767398E23,3.0362712498833785E23,3.3736347220921206E23,3.7109981943014244E23,4.048361666511269E23,4.3857251387195784E23,4.723088610928556E23,5.0604520831389584E23,5.397815555347993E23,5.73517902755659E23,6.072542499766434E23,6.409905971976274E23,6.747269444184524E23
-30.633591784047496,0,3.373632246493992E22,6.747264492988041E22,1.0120896739482592E23,1.3494528985975968E23,1.6868161232468932E23,2.02417934789653E23,2.3615425725453092E23,2.6989057971951774E23,3.036269021844716E23,3.373632246493618E23,3.7109954711430596E23,4.048358695793052E23,4.385721920441512E23,4.7230851450906426E23,5.0604483697412016E23,5.397811594390387E23,5.7351748190391254E23,6.072538043689117E23,6.409901268339093E23,6.747264492987515E23
-30.548673886331233,0,3.3736317606582913E22,6.747263521316647E22,1.0120895281975505E23,1.3494527042633159E23,1.686815880329034E23,2.0241790563951154E23,2.361542232460313E23,2.698905408526617E23,3.036268584592586E23,3.373631760657904E23,3.710994936723789E23,4.048358112790222E23,4.3857212888551024E23,4.7230844649206526E23,5.060447640987651E23,5.3978108170532634E23,5.735173993118418E23,6.072537169184844E23,6.409900345251253E23,6.747263521316083E23
-30.405451153355912,0,3.373630165596923E22,6.747260331193909E22,1.0120890496791431E23,1.3494520662387692E23,1.68681508279836E23,2.024178099358301E23,2.36154111591737E23,2.698904132477526E23,3.0362671490373575E23,3.3736301655965505E23,3.710993182156292E23,4.048356198716591E23,4.385719215275339E23,4.723082231834766E23,5.060445248395613E23,5.397808264955077E23,5.7351712815141135E23,6.072534298074393E23,6.409897314634666E23,6.747260331193383E23
-30.085902100589976,0,3.3736268023753943E22,6.7472536047508464E22,1.012088040712681E23,1.3494507209501574E23,1.6868134011875887E23,2.0241760814253725E23,2.361538761662289E23,2.698901441900297E23,3.0362641221379734E23,3.373626802375017E23,3.710989482612605E23,4.04835216285074E23,4.385714843087337E23,4.723077523324603E23,5.0604402035633054E23,5.3978028838006295E23,5.735165564037491E23,6.072528244275629E23,6.409890924513775E23,6.747253604750298E23
-29.987659866451487,0,3.373625182892764E22,6.747250365785583E22,1.0120875548678937E23,1.3494500731571049E23,1.6868125914462808E23,2.0241751097358017E23,2.361537628024455E23,2.698900146314196E23,3.036262664603616E23,3.373625182892394E23,3.7109877011817134E23,4.048350219471593E23,4.3857127377599386E23,4.7230752560489375E23,5.0604377743393785E23,5.3978002926284196E23,5.735162810917037E23,6.072525329206916E23,6.409887847496758E23,6.747250365785057E23
-29.72102926128116,0,3.3736225253933967E22,6.7472450507868606E22,1.0120867576180817E23,1.3494490101573587E23,1.686811262696591E23,2.0241735152361744E23,2.361535767774895E23,2.6988980203147016E23,3.036260272854178E23,3.373622525393018E23,3.7109847779324046E23,4.048347030472341E23,4.3857092830107295E23,4.723071535549813E23,5.060433788090309E23,5.397796040629435E23,5.7351582931680945E23,6.07252054570806E23,6.409882798247976E23,6.747245050786311E23
-29.492888630589576,0,3.3736198744807427E22,6.747239748961541E22,1.0120859623442838E23,1.3494479497922967E23,1.686809937240265E23,2.0241719246885818E23,2.3615339121360323E23,2.6988958995845777E23,3.036257887032792E23,3.3736198744803686E23,3.710981861928491E23,4.04834384937715E23,4.3857058368242906E23,4.7230678242720894E23,5.060429811721333E23,5.397791799169187E23,5.7351537866166066E23,6.072515774065267E23,6.409877761513941E23,6.747239748961007E23
-29.492724755986504,0,3.3736198785466603E22,6.747239757093377E22,1.0120859635640589E23,1.3494479514186636E23,1.686809939273223E23,2.0241719271281312E23,2.3615339149821732E23,2.698895902837312E23,3.036257890692117E23,3.373619878546285E23,3.710981866400998E23,4.04834385425625E23,4.385705842109981E23,4.7230678299643726E23,5.060429817820211E23,5.3977918056746544E23,5.735153793528666E23,6.072515781383918E23,6.409877769239183E23,6.74723975709284E23
-29.492677355808652,0,3.3736198771243726E22,6.747239754248799E22,1.0120859631373724E23,1.3494479508497486E23,1.6868099385620783E23,2.0241719262747588E23,2.3615339139865713E23,2.6988959016994817E23,3.0362578894120575E23,3.3736198771239955E23,3.7109818648364804E23,4.0483438525495035E23,4.385705840261006E23,4.7230678279731694E23,5.0604298156867784E23,5.397791803398994E23,5.7351537911107765E23,6.072515778823797E23,6.409877766536835E23,6.747239754248262E23
-29.49265799311657,0,3.3736198731935464E22,6.747239746387148E22,1.0120859619581247E23,1.349447949277418E23,1.686809936596665E23,2.0241719239162627E23,2.3615339112349934E23,2.6988958985548207E23,3.0362578858743144E23,3.3736198731931696E23,3.710981860512572E23,4.048343847832513E23,4.385705835150933E23,4.723067822470014E23,5.060429809790539E23,5.397791797109672E23,5.7351537844283724E23,6.072515771748311E23,6.409877759068265E23,6.74723974638661E23
-29.093431002194265,0,3.373615904472487E22,6.747231808945031E22,1.0120847713418113E23,1.349446361788995E23,1.6868079522361333E23,2.024169542683635E23,2.3615311331302588E23,2.698892723577974E23,3.036254314025363E23,3.373615904472107E23,3.7109774949194154E23,4.048339085367264E23,4.38570067581356E23,4.723062266260548E23,5.060423856708955E23,5.39778544715598E23,5.735147037602574E23,6.072508628050418E23,6.409870218498245E23,6.747231808944473E23
-28.73474015400548,0,3.373611997365919E22,6.747223994731884E22,1.0120835992098385E23,1.349444798946367E23,1.686805998682855E23,2.02416719841969E23,2.3615283981556588E23,2.6988895978927194E23,3.036250797629448E23,3.3736119973655436E23,3.710973197102191E23,4.0483343968393695E23,4.385695596575025E23,4.7230567963113384E23,5.0604179960490905E23,5.397779195785468E23,5.735140395521405E23,6.07250159525858E23,6.40986279499577E23,6.747223994731364E23
-28.502433074459375,0,3.3736095661137448E22,6.747219132227545E22,1.012082869834188E23,1.3494438264454972E23,1.68680478305677E23,2.0241657396683896E23,2.361526696279138E23,2.6988876528909804E23,3.036248609502492E23,3.3736095661133715E23,3.7109705227247865E23,4.048331479336766E23,4.385692435947189E23,4.7230533925583E23,5.060414349170839E23,5.397775305781989E23,5.735136262392705E23,6.072497219004673E23,6.409858175616624E23,6.747219132227018E23
-28.482023995144104,0,3.3736092494555804E22,6.74721849891121E22,1.0120827748367388E23,1.349443699782232E23,1.6868046247276875E23,2.024165549673489E23,2.3615264746184215E23,2.6988873995644513E23,3.036248324510143E23,3.373609249455211E23,3.7109701744008174E23,4.0483310993469686E23,4.385692024291585E23,4.723052949236868E23,5.060413874183592E23,5.397774799128928E23,5.735135724073831E23,6.072496649019976E23,6.409857573966115E23,6.747218498910696E23
-27.89569194135112,0,3.3736035936446617E22,6.7472071872893654E22,1.0120810780934608E23,1.3494414374578649E23,1.686801796822227E23,2.024162156186936E23,2.3615225155507735E23,2.6988828749157136E23,3.036243234280312E23,3.3736035936442865E23,3.710963953008782E23,4.048324312373862E23,4.385684671737395E23,4.7230450311015686E23,5.060405390467209E23,5.3977657498314595E23,5.735126109195252E23,6.072486468560319E23,6.409846827925371E23,6.74720718728885E23
-27.712899058023176,0,3.3736014948992197E22,6.747202989798502E22,1.0120804484698294E23,1.3494405979596874E23,1.6868007474495067E23,2.024160896939671E23,2.3615210464289675E23,2.6988811959193586E23,3.036241345409422E23,3.373601494898842E23,3.710961644388809E23,4.048321793879333E23,4.3856819433683143E23,4.723042092857961E23,5.060402242349052E23,5.3977623918387494E23,5.735122541328003E23,6.072482690818529E23,6.40984284030903E23,6.747202989797972E23
-27.49653491425537,0,3.3735996013479356E22,6.747199202695935E22,1.0120798804044411E23,1.3494398405391739E23,1.686799800673863E23,2.024159760808897E23,2.3615197209430676E23,2.698879681078334E23,3.036239641213261E23,3.3735996013475644E23,3.710959561482402E23,4.0483195216177866E23,4.3856794817516394E23,4.7230394418861613E23,5.06039940202212E23,5.3977593621566956E23,5.735119322290822E23,6.072479282426218E23,6.409839242561606E23,6.747199202695399E23
