% Model:              version04-chipAndSpace.mph
% Version:            COMSOL 6.1.0.252
% Date:               Aug 31 2023, 14:20
% Dimension:          1
% Nodes:              1965
% Expressions:        41
% Description:        Line graph
% x-coordinate (mm),Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction,Number density reconstruction
-47.204483101898575,6.747632424189955E23,7.422395666608497E23,8.097158909028928E23,8.771922151446187E23,9.446685393864566E23,1.0121448636284993E24,1.0796211878704581E24,1.1470975121122214E24,1.2145738363542446E24,1.2820501605961735E24,1.3495264848379893E24,1.417002809080072E24,1.4844791333217525E24,1.5519554575638862E24,1.6194317818057834E24,1.686908106047565E24,1.7543844302892545E24,1.82186075453147E24,1.8893370787730027E24,1.9568134030149288E24,2.0242897272571962E24,2.0917660514988644E24,2.1592423757409052E24,2.2267186999826042E24,2.2941950242245521E24,2.3616713484662493E24,2.4291476727084877E24,2.496623996950306E24,2.5641003211923475E24,2.6315766454340584E24,2.6990529696759787E24,2.76652929391818E24,2.834005618160144E24,2.901481942401764E24,2.968958266643402E24,3.036434590885416E24,3.1039109151277724E24,3.1713872393693764E24,3.2388635636115667E24,3.3063398878534784E24,3.373816212095261E24
-46.696947154048026,6.747666083442248E23,7.422432691786017E23,8.097199300131693E23,8.771965908474156E23,9.446732516817785E23,1.0121499125163459E24,1.079626573350825E24,1.1471032341851119E24,1.214579895019659E24,1.2820565558541132E24,1.3495332166884476E24,1.4170098775230537E24,1.4844865383572547E24,1.551963199191913E24,1.619439860026336E24,1.6869165208606386E24,1.7543931816948458E24,1.8218698425295885E24,1.8893465033636402E24,1.956823164198098E24,2.024299825032886E24,2.0917764858670767E24,2.159253146701638E24,2.2267298075358674E24,2.294206468370335E24,2.3616831292045518E24,2.4291597900393144E24,2.49663645087366E24,2.5641131117082264E24,2.6315897725424446E24,2.699066433376895E24,2.766543094211628E24,2.8340197550461074E24,2.901496415880245E24,2.9689730767144085E24,3.0364497375489493E24,3.103926398383826E24,3.1714030592179537E24,3.238879720052672E24,3.3063563808871E24,3.3738330417214194E24
-46.48683007931149,6.747675698760207E23,7.422443268635812E23,8.097210838513228E23,8.771978408387516E23,9.446745978262939E23,1.0121513548140382E24,1.0796281118016987E24,1.147104868789165E24,1.214581625776889E24,1.2820583827645255E24,1.3495351397520397E24,1.4170118967398235E24,1.4844886537272116E24,1.5519654107150445E24,1.6194421677026433E24,1.6869189246901285E24,1.7543956816775187E24,1.8218724386654365E24,1.8893491956526758E24,1.9568259526403017E24,2.0243027096282756E24,2.0917794666156443E24,2.1592562236033878E24,2.2267329805907896E24,2.2942097375784442E24,2.3616864945658369E24,2.4291632515537755E24,2.496640008541301E24,2.5641167655290515E24,2.631593522516459E24,2.6990702795040795E24,2.766547036491987E24,2.834023793479647E24,2.901500550466964E24,2.9689773074543276E24,3.0364540644420284E24,3.103930821430089E24,3.171407578417397E24,3.2388843354052865E24,3.3063610923929095E24,3.373837849380392E24
-46.3862801007952,6.747679783876147E23,7.422447762263319E23,8.097215740652355E23,8.771983719038234E23,9.446751697425252E23,1.0121519675814272E24,1.0796287654202484E24,1.1471055632588771E24,1.2145823610977625E24,1.2820591589365508E24,1.3495359567752275E24,1.4170127546141696E24,1.484489552452715E24,1.5519663502917117E24,1.6194431481304697E24,1.6869199459691165E24,1.75439674380766E24,1.8218735416467404E24,1.8893503394851403E24,1.956827137323921E24,2.024303935163059E24,2.091780733001585E24,2.1592575308404858E24,2.2267343286790516E24,2.294211126517861E24,2.3616879243564157E24,2.429164722195523E24,2.4966415200342017E24,2.5641183178731017E24,2.6315951157116747E24,2.699071913550455E24,2.766548711389521E24,2.8340255092283393E24,2.9015023070668216E24,2.968979104905331E24,3.0364559027442076E24,3.1039327005834233E24,3.171409498421891E24,3.2388862962609393E24,3.3063630940997115E24,3.373839891938362E24
-46.27359070157932,6.747683723172785E23,7.422452095489618E23,8.097220467808344E23,8.77198884012385E23,9.446757212440546E23,1.0121525584759254E24,1.0796293957077123E24,1.147106232939305E24,1.2145830701711556E24,1.2820599074029177E24,1.3495367446345557E24,1.417013581866466E24,1.484490419097977E24,1.551967256329938E24,1.6194440935616666E24,1.6869209307932728E24,1.7543977680247874E24,1.8218746052568353E24,1.8893514424881967E24,1.956828279719949E24,2.024305116952048E24,2.0917819541835444E24,2.1592587914154136E24,2.226735628646947E24,2.294212465878722E24,2.3616893031102433E24,2.4291661403423084E24,2.496642977573956E24,2.564119814805836E24,2.631596652037364E24,2.6990734892691115E24,2.766550326501144E24,2.834027163732932E24,2.901504000964378E24,2.9689808381958495E24,3.036457675427691E24,3.103934512659876E24,3.171411349891316E24,3.2388881871233333E24,3.3063650243550667E24,3.373841861586683E24
-46.111039551227805,6.747689039005684E23,7.422457942905802E23,8.097226846807805E23,8.771995750706616E23,9.446764654606578E23,1.0121533558508571E24,1.0796302462409722E24,1.1471071366308929E24,1.214584027021077E24,1.2820609174111641E24,1.3495378078011352E24,1.4170146981913727E24,1.4844915885812125E24,1.5519684789715043E24,1.619445369361559E24,1.6869222597514965E24,1.7543991501413414E24,1.8218760405317108E24,1.889352930921404E24,1.9568298213114904E24,2.0243067117019167E24,2.09178360209174E24,2.1592604924819347E24,2.2267373828717943E24,2.2942142732619028E24,2.361691163651754E24,2.429168054042151E24,2.4966449444321234E24,2.564121834822329E24,2.6315987252121916E24,2.6990756156022703E24,2.7665525059926265E24,2.8340293963827455E24,2.9015062867725176E24,2.9689831771623214E24,3.0364600675524934E24,3.1039369579430086E24,3.171413848332767E24,3.238890738723118E24,3.3063676291131807E24,3.3738445195031267E24
-45.847788406093926,6.747694529510923E23,7.422463982461574E23,8.097233435414094E23,8.772002888363446E23,9.446772341313925E23,1.0121541794266447E24,1.0796311247218132E24,1.1471080700167862E24,1.2145850153120204E24,1.282061960607159E24,1.349538905902183E24,1.4170158511974756E24,1.484492796492369E24,1.5519697417877087E24,1.6194466870828156E24,1.686923632377808E24,1.7544005776727035E24,1.821877522968133E24,1.8893544682628749E24,1.9568314135580113E24,2.0243083588534854E24,2.091785304148365E24,2.1592622494436146E24,2.2267391947385272E24,2.2942161400336824E24,2.361693085328592E24,2.429170030624038E24,2.4966469759190675E24,2.5641239212143174E24,2.6316008665092367E24,2.699077811804366E24,2.7665547570997817E24,2.834031702394951E24,2.9015086476897754E24,2.9689855929846324E24,3.036462538279855E24,3.1039394835754174E24,3.1714164288702373E24,3.238893374165631E24,3.306370319460751E24,3.3738472647557483E24
-45.67248540259009,6.747696554616807E23,7.422466210078039E23,8.097235865541165E23,8.772005521001102E23,9.44677517646215E23,1.0121544831925288E24,1.0796314487387532E24,1.1471084142847875E24,1.2145853798310754E24,1.2820623453772768E24,1.3495393109233598E24,1.4170162764697086E24,1.4844932420156596E24,1.5519702075620616E24,1.6194471731082305E24,1.6869241386542765E24,1.7544011042002366E24,1.8218780697467193E24,1.8893550352925197E24,1.9568320008387128E24,2.024308966385251E24,2.0917859319311841E24,2.1592628974774945E24,2.2267398630234616E24,2.2942168285696845E24,2.3616937941156427E24,2.429170759662149E24,2.49664772520824E24,2.564124690754553E24,2.6316016563005325E24,2.6990786218467197E24,2.766555587393184E24,2.834032552939417E24,2.9015095184853017E24,2.968986484031217E24,3.036463449577499E24,3.103940415124123E24,3.1714173806699936E24,3.238894346216461E24,3.3063713117626326E24,3.373848277308688E24
-45.58974846959217,6.747697196277597E23,7.422466915904907E23,8.097236635534117E23,8.772006355160144E23,9.446776074787289E23,1.012154579441647E24,1.079631551404482E24,1.1471085233671211E24,1.214585495330023E24,1.2820624672928266E24,1.349539439255518E24,1.4170164112184793E24,1.484493383181034E24,1.5519703551440495E24,1.6194473271068207E24,1.68692429906948E24,1.7544012710320433E24,1.8218782429951377E24,1.889355214957547E24,1.9568321869203514E24,2.0243091588834955E24,2.0917861308460374E24,2.1592631028089505E24,2.2267400747715357E24,2.2942170467343568E24,2.3616940186969325E24,2.429170990660044E24,2.4966479626227425E24,2.564124934585654E24,2.6316019065482424E24,2.699078878511036E24,2.7665558504741224E24,2.8340328224369585E24,2.901509794399454E24,2.968986766361966E24,3.03646373832486E24,3.103940710288099E24,3.171417682250568E24,3.2388946542136414E24,3.3063716261764243E24,3.3738485981390914E24
-45.53834463957124,6.74769788296897E23,7.422467671265454E23,8.097237459563753E23,8.772007247858926E23,9.446777036155208E23,1.0121546824453536E24,1.0796316612751015E24,1.1471086401046574E24,1.214585618934469E24,1.2820625977641937E24,1.3495395765937927E24,1.41701655542367E24,1.484493534253139E24,1.551970513083059E24,1.6194474919127488E24,1.6869244707423222E24,1.7544014495718015E24,1.8218784284018103E24,1.8893554072311307E24,1.9568323860608464E24,2.0243093648909052E24,2.091786343720363E24,2.1592633225501925E24,2.2267403013796833E24,2.294217280209424E24,2.3616942590389143E24,2.4291712378689355E24,2.4966482166985476E24,2.5641251955283874E24,2.6316021743578776E24,2.6990791531875853E24,2.766556132017579E24,2.83403311084734E24,2.901510089676739E24,2.9689870685061836E24,3.036464047335969E24,3.103941026166118E24,3.1714180049955203E24,3.2388949838254975E24,3.306371962655198E24,3.3738489414847846E24
-45.17416018996512,6.747698715254415E23,7.422468586779406E23,8.097238458306258E23,8.77200832982996E23,9.446778201354821E23,1.0121548072881681E24,1.0796317944407698E24,1.1471087815931786E24,1.2145857687458492E24,1.2820627558984216E24,1.349539743050881E24,1.417016730203608E24,1.4844937173559317E24,1.5519707045087105E24,1.6194476916612509E24,1.686924678813676E24,1.7544016659660074E24,1.8218786531188742E24,1.8893556402710498E24,1.9568326274236203E24,2.0243096145765347E24,2.0917866017288455E24,2.1592635888815274E24,2.2267405760338767E24,2.2942175631864676E24,2.3616945503388142E24,2.429171537491696E24,2.496648524644155E24,2.564125511796843E24,2.631602498949195E24,2.699079486101762E24,2.7665564732546056E24,2.834033460407216E24,2.901510447559465E24,2.968987434711764E24,3.036464421864411E24,3.103941409017421E24,3.1714183961696725E24,3.2388953833225017E24,3.306372370475066E24,3.37384935762749E24
-44.846415322164646,6.747696471472585E23,7.422466118619436E23,8.097235765768115E23,8.772005412913655E23,9.446775060060301E23,1.012154470720898E24,1.0796314354356823E24,1.1471084001502741E24,1.2145853648651252E24,1.282062329579881E24,1.3495392942945156E24,1.4170162590094328E24,1.4844932237239345E24,1.5519701884388974E24,1.6194471531536205E24,1.686924117868231E24,1.7544010825827465E24,1.8218780472977897E24,1.889355012012147E24,1.956831976726899E24,2.0243089414419934E24,2.0917859061564868E24,2.1592628708713554E24,2.2267398355858842E24,2.2942168003006613E24,2.3616937650151767E24,2.429170729730249E24,2.4966476944448943E24,2.5641246591597627E24,2.631601623874292E24,2.699078588589031E24,2.7665555533040725E24,2.8340325180188657E24,2.901509482733299E24,2.9689864474477767E24,3.0364634121626123E24,3.103940376877795E24,3.1714173415922175E24,3.238894306307241E24,3.306371271021978E24,3.373848235736597E24
-44.806064970228185,6.747697477859067E23,7.422467225644518E23,8.097236973431866E23,8.772006721216023E23,9.446776469001342E23,1.0121546216788666E24,1.0796315964575137E24,1.1471085712359712E24,1.214585546014685E24,1.2820625207933074E24,1.3495394955718121E24,1.417016470350586E24,1.4844934451289553E24,1.551970419907778E24,1.6194473946863704E24,1.686924369464841E24,1.7544013442432194E24,1.8218783190221332E24,1.889355293800351E24,1.956832268578975E24,2.0243092433579277E24,2.0917862181362838E24,2.1592631929150164E24,2.2267401676934122E24,2.2942171424720517E24,2.3616941172504386E24,2.4291710920293675E24,2.49664806680788E24,2.564125041586615E24,2.6316020163650103E24,2.6990789911436243E24,2.766555965922512E24,2.834032940701172E24,2.901509915479473E24,2.9689868902578086E24,3.036463865036513E24,3.103940839815556E24,3.1714178145938584E24,3.238894789372741E24,3.306371764151334E24,3.373848738929813E24
-44.78392341259498,6.747697162470966E23,7.422466878717615E23,8.097236594966156E23,8.772006311211498E23,9.446776027458005E23,1.0121545743706519E24,1.0796315459954196E24,1.1471085176199927E24,1.2145854892448247E24,1.282062460869568E24,1.3495394324941916E24,1.4170164041190862E24,1.4844933757435742E24,1.55197034736852E24,1.6194473189932286E24,1.6869242906178183E24,1.7544012622423135E24,1.8218782338673454E24,1.8893552054916852E24,1.9568321771164215E24,2.0243091487414963E24,2.091786120365978E24,2.159263091990827E24,2.2267400636153444E24,2.2942170352400998E24,2.361694006864604E24,2.4291709784896473E24,2.496647950114279E24,2.564124921739136E24,2.6316018933636484E24,2.699078864988383E24,2.766555836613395E24,2.8340328082381725E24,2.901509779862586E24,2.968986751487048E24,3.036463723111868E24,3.10394069473704E24,3.171417666361454E24,3.238894637986457E24,3.3063716096111725E24,3.3738485812357735E24
-44.405974432654624,6.747691961076137E23,7.422461157183292E23,8.097230353292336E23,8.771999549398214E23,9.446768745505229E23,1.0121537941614276E24,1.0796307137722454E24,1.1471076333828728E24,1.2145845529937545E24,1.2820614726045494E24,1.3495383922152266E24,1.41701531182617E24,1.4844922314367116E24,1.5519691510477038E24,1.6194460706584653E24,1.6869229902691094E24,1.7543999098796603E24,1.8218768294907364E24,1.8893537491011324E24,1.9568306687119188E24,2.024307588323046E24,2.0917845079335775E24,2.1592614275444815E24,2.2267383471550485E24,2.2942152667658604E24,2.3616921863764095E24,2.4291691059875073E24,2.4966460255981957E24,2.564122945209099E24,2.631599864819662E24,2.699076784430453E24,2.7665537040415136E24,2.83403062365234E24,2.9015075432628174E24,2.9689844628733195E24,3.0364613824841937E24,3.1039383020954077E24,3.171415221705874E24,3.2388921413169305E24,3.306369060927701E24,3.373845980538353E24
-44.38500736696008,6.747691943396254E23,7.422461137735436E23,8.097230332076488E23,8.77199952641439E23,9.4467687207534E23,1.0121537915094444E24,1.0796307109434645E24,1.1471076303772925E24,1.2145845498113775E24,1.2820614692453734E24,1.3495383886792484E24,1.4170153081133952E24,1.4844922275471398E24,1.5519691469813332E24,1.6194460664152958E24,1.6869229858491405E24,1.7543999052828927E24,1.8218768247171712E24,1.8893537441507636E24,1.9568306635847584E24,2.024307583019084E24,2.091784502452819E24,2.1592614218869197E24,2.2267383413206906E24,2.2942152607546994E24,2.3616921801884536E24,2.429169099622752E24,2.496646019056641E24,2.5641229384907467E24,2.631599857924511E24,2.699076777358497E24,2.7665536967927647E24,2.8340306162267903E24,2.901507535660474E24,2.968984455094176E24,3.0364613745282505E24,3.1039382939626664E24,3.171415213396338E24,3.2388921328305916E24,3.306369052264562E24,3.3738459716984067E24
-44.242612175859826,6.747688542795794E23,7.42245739707493E23,8.097226251355953E23,8.771995105633788E23,9.446763959912751E23,1.0121532814193768E24,1.0796301668473912E24,1.147107052275214E24,1.214583937703296E24,1.2820608231312888E24,1.3495377085591568E24,1.4170145939872952E24,1.4844914794150374E24,1.5519683648432308E24,1.6194452502711883E24,1.6869221356990268E24,1.7543990211267743E24,1.8218759065550526E24,1.889352791982641E24,1.9568296774106255E24,2.0243065628389472E24,2.091783448266677E24,2.1592603336947706E24,2.2267372191225377E24,2.2942141045505453E24,2.3616909899782983E24,2.429167875406588E24,2.496644760834472E24,2.564121646262578E24,2.631598531690341E24,2.6990754171183137E24,2.76655230254657E24,2.8340291879745904E24,2.9015060734022725E24,2.968982958829975E24,3.036459844258044E24,3.1039367296864616E24,3.1714136151141216E24,3.2388905005423765E24,3.3063673859703474E24,3.3738442713981894E24
-43.66683268344896,6.74845351004386E23,7.423298861047815E23,8.098144212053637E23,8.772989563056278E23,9.447834914060034E23,1.0122680265065876E24,1.0797525616070838E24,1.1472370967073875E24,1.2147216318079504E24,1.2822061669084193E24,1.34969070200877E24,1.417175237109394E24,1.4846597722096163E24,1.552144307310287E24,1.6196288424107263E24,1.6871133775110416E24,1.75459791261127E24,1.8220824477120302E24,1.8895669828120975E24,1.957051517912565E24,2.0245360530133723E24,2.092020588113576E24,2.1595051232141566E24,2.2269896583143994E24,2.2944741934148927E24,2.3619587285151226E24,2.4294432636158993E24,2.4969277987162556E24,2.564412333816839E24,2.631896868917084E24,2.69938140401754E24,2.7668659391182855E24,2.834350474218788E24,2.9018350093189327E24,2.9693195444191285E24,3.0368040795196706E24,3.104288614620574E24,3.17177314972071E24,3.2392576848214526E24,3.3067422199218916E24,3.374226755022222E24
-43.270346701033304,6.748443539891597E23,7.423287893880328E23,8.098132247870908E23,8.77297660185832E23,9.44782095584687E23,1.0122665309837463E24,1.0797509663827217E24,1.147235401781502E24,1.2147198371805412E24,1.282204272579488E24,1.349688707978318E24,1.4171731433774173E24,1.484657578776114E24,1.5521420141752692E24,1.6196264495741802E24,1.6871108849729785E24,1.7545953203716812E24,1.8220797557709184E24,1.889564191169463E24,1.9570486265684135E24,2.0245330619676893E24,2.092017497366381E24,2.1595019327654324E24,2.226986368164156E24,2.2944708035631176E24,2.361955238961823E24,2.42943967436108E24,2.4969241097599175E24,2.564408545158976E24,2.6318929805576987E24,2.699377415956636E24,2.7668618513558563E24,2.8343462867548347E24,2.901830722153467E24,2.9693151575521344E24,3.036799592951158E24,3.1042840283505384E24,3.171768463749147E24,3.2392528991483604E24,3.3067373345472814E24,3.3742217699460955E24
-43.0733991779614,6.748437314707289E23,7.423281046177562E23,8.098124777649746E23,8.772968509118732E23,9.447812240588856E23,1.0122655972061019E24,1.0797499703532307E24,1.1472343435001711E24,1.2147187166473667E24,1.2822030897944704E24,1.3496874629414562E24,1.4171718360887153E24,1.4846562092355645E24,1.5521405823828749E24,1.6196249555299482E24,1.687109328676902E24,1.7545937018237599E24,1.8220780749711524E24,1.8895624481178566E24,1.9570468212649592E24,2.024531194412401E24,2.0920155675592446E24,2.1594999407064508E24,2.2269843138533355E24,2.2944686870004547E24,2.3619530601473235E24,2.4294374332947324E24,2.4969218064417246E24,2.5644061795889413E24,2.631890552735821E24,2.6993749258829124E24,2.7668592990302934E24,2.8343436721774306E24,2.901828045324223E24,2.969312418471027E24,3.036796791618227E24,3.1042811647657497E24,3.17176553791252E24,3.2392499110598964E24,3.3067342842069746E24,3.374218657353933E24
-42.98997749243447,6.748434791562996E23,7.423278270718844E23,8.098121749876583E23,8.772965229031141E23,9.447808708186828E23,1.012265218734455E24,1.0797495666501443E24,1.1472339145656374E24,1.2147182624813932E24,1.282202610397053E24,1.3496869583125977E24,1.4171713062284097E24,1.4846556541438204E24,1.5521400020596848E24,1.6196243499753153E24,1.6871086978908243E24,1.7545930458062422E24,1.8220773937221928E24,1.8895617416374502E24,1.957046089553113E24,2.0245304374691126E24,2.092014785384504E24,2.159499133300279E24,2.2269834812157128E24,2.2944678291313906E24,2.361952177046815E24,2.429436524962784E24,2.4969208728783383E24,2.564405220794106E24,2.6318895687095436E24,2.6993739166251954E24,2.7668582645411295E24,2.8343426124568194E24,2.901826960372164E24,2.969311308287541E24,3.0367956562032883E24,3.1042800041193695E24,3.1717643520347056E24,3.2392486999506307E24,3.3067330478662626E24,3.374217395781785E24
-42.56625764438178,6.748421584581516E23,7.423263743039205E23,8.098105901498785E23,8.772948059955195E23,9.447790218412751E23,1.0122632376872308E24,1.0797474535331057E24,1.1472316693787861E24,1.2147158852247226E24,1.282200101070572E24,1.3496843169163014E24,1.417168532762296E24,1.4846527486078933E24,1.552136964453943E24,1.619621180299755E24,1.687105396145454E24,1.7545896119910552E24,1.8220738278371882E24,1.8895580436826385E24,1.95704225952848E24,2.024526475374663E24,2.0920106912202448E24,2.1594949070662E24,2.2269791229118212E24,2.2944633387576828E24,2.361947554603294E24,2.429431770449444E24,2.4969159862951903E24,2.564400202141145E24,2.6318844179867664E24,2.699368633832603E24,2.766852849678713E24,2.834337065524592E24,2.901821281370129E24,2.9693054972156846E24,3.0367897130616134E24,3.104273928907886E24,3.171758144753404E24,3.23924236059951E24,3.3067265764453406E24,3.374210792291043E24
-42.272411920116554,6.74841158535893E23,7.423252743894386E23,8.098093902431712E23,8.772935060965832E23,9.447776219501134E23,1.0122617378038459E24,1.0797458536574932E24,1.1472299695109475E24,1.2147140853646594E24,1.2821982012182814E24,1.3496823170717835E24,1.4171664329255556E24,1.4846505487789263E24,1.552134664632754E24,1.6196187804863406E24,1.6871028963398088E24,1.7545870121931817E24,1.822071128047094E24,1.8895552439003168E24,1.9570393597539313E24,2.0245234756078878E24,2.09200759146125E24,2.1594917073149727E24,2.226975823168368E24,2.2944599390220095E24,2.3619440548753857E24,2.429428170729318E24,2.4969122865828243E24,2.564396402436563E24,2.6318805182899465E24,2.699364634143567E24,2.766848749997463E24,2.834332865851111E24,2.9018169817044137E24,2.969301097557757E24,3.036785213411463E24,3.104269329265508E24,3.171753445118792E24,3.239237560972681E24,3.306721676826278E24,3.3742057926797486E24
-42.12063677362837,6.74840639036957E23,7.423247029406077E23,8.098087668444471E23,8.772928307479671E23,9.447768946516046E23,1.0122609585554407E24,1.0797450224591948E24,1.1472290863627563E24,1.2147131502665782E24,1.2821972141703025E24,1.3496812780739122E24,1.4171653419777898E24,1.4846494058812644E24,1.552133469785196E24,1.619617533688892E24,1.6871015975924677E24,1.7545856614959488E24,1.822069725399966E24,1.8895537893032933E24,1.9570378532070168E24,2.0245219171110798E24,2.092005981014546E24,2.1594900449183805E24,2.2269741088218836E24,2.2944581727256246E24,2.3619422366291154E24,2.429426300533153E24,2.4969103644367674E24,2.5643944283406056E24,2.6318784922441033E24,2.6993625561478244E24,2.766846620051818E24,2.8343306839555796E24,2.9018147478589936E24,2.9692988117624317E24,3.036782875666239E24,3.104266939570392E24,3.1717510034737915E24,3.239235067377784E24,3.30671913128149E24,3.374203195185075E24
-41.99308618680958,6.748402669840492E23,7.423242936824094E23,8.098083203809583E23,8.772923470791895E23,9.447763737775345E23,1.0122604004760806E24,1.079744427174546E24,1.1472284538728156E24,1.2147124805713426E24,1.2821965072697788E24,1.349680533968096E24,1.4171645606666876E24,1.4846485873648739E24,1.552132614063512E24,1.6196166407619147E24,1.687100667460201E24,1.754584694158395E24,1.822068720857117E24,1.889552747555158E24,1.9570367742535841E24,2.0245208009523601E24,2.0920048276505332E24,2.1594888543490816E24,2.2269728810472896E24,2.2944569077457459E24,2.361940934443936E24,2.4294249611426826E24,2.4969089878410095E24,2.564393014539558E24,2.631877041237767E24,2.699361067936192E24,2.766845094634906E24,2.834329121333375E24,2.901813148031485E24,2.9692971747296403E24,3.0367812014281594E24,3.104265228127024E24,3.171749254825139E24,3.2392332815238295E24,3.306717308222249E24,3.374201334920533E24
-41.763119184394405,6.748394300053395E23,7.423233730058321E23,8.098073160065071E23,8.772912590068645E23,9.447752020073395E23,1.0122591450080155E24,1.0797430880086083E24,1.1472270310090068E24,1.2147109740096639E24,1.2821949170102325E24,1.349678860010677E24,1.4171628030113922E24,1.4846467460117125E24,1.5521306890124792E24,1.6196146320130108E24,1.6870985750134248E24,1.7545825180137464E24,1.8220664610146028E24,1.8895504040147666E24,1.957034347015326E24,2.0245182900162294E24,2.092002233016533E24,2.1594861760172036E24,2.226970119017547E24,2.294454062018125E24,2.361938005018457E24,2.4294219480193256E24,2.496905891019785E24,2.564389834020465E24,2.631873777020801E24,2.699357720021354E24,2.7668416630221935E24,2.8343256060227844E24,2.9018095490230387E24,2.9692934920233294E24,3.036777435023963E24,3.1042613780249584E24,3.1717453210252014E24,3.2392292640260215E24,3.3067132070265684E24,3.374197150026989E24
-41.712203019538215,6.748391565269558E23,7.423230721796066E23,8.098069878324467E23,8.772909034849681E23,9.447748191376009E23,1.012258734790441E24,1.0797426504431934E24,1.147226566095753E24,1.214710481748574E24,1.2821943974013035E24,1.3496783130539097E24,1.417162228706789E24,1.484646144359265E24,1.5521300600121938E24,1.6196139756648907E24,1.6870978913174698E24,1.754581806969952E24,1.8220657226229673E24,1.889549638275292E24,1.9570335539280173E24,2.024517469581077E24,2.0920013852335433E24,2.159485300886376E24,2.2269692165388808E24,2.2944531321916214E24,2.3619370478441128E24,2.4294209634971466E24,2.4969048791497624E24,2.564388794802607E24,2.6318727104551064E24,2.6993566261078194E24,2.766840541760817E24,2.834324457413578E24,2.90180837306599E24,2.9692922887184273E24,3.0367762043712413E24,3.1042601200243876E24,3.171744035676791E24,3.2392279513297815E24,3.3067118669824827E24,3.374195782635069E24
-41.666201091662764,6.748390433937163E23,7.423229477330455E23,8.098068520725601E23,8.772907564117572E23,9.447746607510686E23,1.0122585650905817E24,1.0797424694300145E24,1.1472263737692469E24,1.2147102781087428E24,1.2821941824481474E24,1.3496780867874302E24,1.4171619911269876E24,1.4846458954661404E24,1.552129799805743E24,1.6196137041451183E24,1.687097608484373E24,1.7545815128235293E24,1.8220654171632187E24,1.889549321502226E24,1.9570332258416195E24,2.0245171301813634E24,2.0920010345205007E24,2.159484938860017E24,2.226968843199193E24,2.2944527475386159E24,2.3619366518777784E24,2.429420556217483E24,2.4969044605567775E24,2.5643883648962954E24,2.6318722692354745E24,2.6993561735748604E24,2.766840077914545E24,2.834323982253975E24,2.9018078865930545E24,2.969291790932185E24,3.0367756952716603E24,3.104259599611486E24,3.171743503950568E24,3.2392274082902366E24,3.306711312629612E24,3.374195216968879E24
-41.373159064585735,6.748379560837815E23,7.423217516921169E23,8.098055473006359E23,8.772893429088399E23,9.44773138517159E23,1.0122569341256803E24,1.0797407297341152E24,1.1472245253423616E24,1.2147083209508633E24,1.2821921165592726E24,1.3496759121675612E24,1.417159707776121E24,1.4846435033842832E24,1.552127298992894E24,1.6196110946012704E24,1.6870948902095377E24,1.7545786858176958E24,1.8220624814263964E24,1.889546277034406E24,1.9570300726428084E24,2.0245138682515584E24,2.091997663859706E24,2.1594814594682197E24,2.2269652550764044E24,2.294449050684833E24,2.3619328462930056E24,2.429416641901724E24,2.496900437510016E24,2.564384233118545E24,2.631868028726728E24,2.6993518243351223E24,2.766835619943805E24,2.834319415552242E24,2.901803211160346E24,2.969287006768469E24,3.036770802376956E24,3.104254597985788E24,3.171738393593871E24,3.239222189202541E24,3.306705984810935E24,3.374189780419206E24
-40.93764871320018,6.74916101814505E23,7.424077119959109E23,8.098993221775038E23,8.773909323587806E23,9.448825425401708E23,1.012374152721763E24,1.079865762903271E24,1.1473573730845887E24,1.214848983266163E24,1.2823405934476465E24,1.3498322036290084E24,1.417323813810641E24,1.4848154239918708E24,1.5523070341735576E24,1.6197986443550054E24,1.6872902545363362E24,1.754781864717578E24,1.8222734748993484E24,1.88976508508043E24,1.9572566952619089E24,2.0247483054437247E24,2.0922399156249452E24,2.1597315258065302E24,2.2272231359877885E24,2.2947147461692898E24,2.3622063563505344E24,2.429697966532323E24,2.497189576713694E24,2.564681186895293E24,2.632172797076544E24,2.699664407258017E24,2.7671560174397683E24,2.834647627621282E24,2.90213923780245E24,2.9696308479836445E24,3.037122458165199E24,3.104614068347115E24,3.1721056785282664E24,3.239597288710011E24,3.3070888988914724E24,3.374580509072808E24
